Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
9_765_0,9,765,0,3,-0.040357264,0.009922465,0.353321505,-0.00224696,-0.026418001,9.00E-05,4.245807,-0.4731532,4.1974,-0.05830412,-0.3395079,-0.07009885
11_675_1,11,675,1,3,-0.052459461,0.007208469,0.353301619,-0.002539655,-0.026271876,-0.000136183,4.246141,-0.6149456,4.172854,-0.07546272,-0.3870239,-0.04907042
5_540_5,5,540,5,3,-0.024341282,-0.003024056,0.353103719,-0.002433308,-0.025270724,-0.000917674,4.237909,-0.2659919,4.004659,-0.1804138,-0.3767542,0.05825607
7_525_5,7,525,5,3,-0.0350464,-0.004317376,0.353054189,-0.00269595,-0.024970482,-0.000966124,4.239729,-0.3959382,3.958985,-0.1860443,-0.417912,0.07242514
1_585_5,-1,585,5,3,0.007211556,-0.007583194,0.352975432,-0.001616954,-0.025934378,-0.00109583,4.228604,0.1168499,4.103155,-0.2066133,-0.2510928,0.1084536
11_810_-1,11,810,-1,3,-0.050394662,0.013253104,0.352719284,-0.002543451,-0.026261657,0.000291731,4.241166,-0.5977986,4.177443,-0.03812397,-0.3816519,-0.1018489
5_783.75_3,5,783.75,3,2.75,-0.019421243,-0.003932911,0.352443971,-0.001718346,-0.027414105,-0.001138917,5.031145,-0.254297,5.170304,-0.3009329,-0.307688,0.1133383
9_825.0_1,9,825,1,2.75,-0.040057347,0.002093534,0.352185651,-0.002194529,-0.026917121,-0.000660337,5.033462,-0.5580702,5.085669,-0.2221013,-0.3908438,0.0361077
7_720_1,7,720,1,3,-0.029982701,0.007803945,0.351704352,-0.00205362,-0.026379371,-3.01E-05,4.224542,-0.3443629,4.187915,-0.06771748,-0.3122401,-0.05132954
3_630_3,3,630,3,3,-0.012140352,0.004229836,0.351385534,-0.001825184,-0.026117406,-0.000171915,4.216088,-0.1212389,4.139573,-0.07553483,-0.2805797,-0.01854009
9_630_1,9,630,1,3,-0.041739906,0.012545818,0.351075595,-0.002388159,-0.025312636,0.000109667,4.219409,-0.4840377,4.020128,-0.02997159,-0.3664689,-0.1187352
5_585_3,5,585,3,3,-0.02259784,0.005885868,0.350933987,-0.002227298,-0.02527808,-0.000245274,4.213004,-0.247844,4.008432,-0.08169949,-0.3437124,-0.04291335
9_742.5_3,9,742.5,3,2.75,-0.040803671,-0.005656488,0.350803364,-0.002252793,-0.027176981,-0.001270181,5.01159,-0.5619044,5.129284,-0.3147957,-0.4049162,0.1322954
9_660.0_5,9,660,5,2.75,-0.041961415,-0.011866434,0.350333935,-0.002383228,-0.027128002,-0.001709447,5.004537,-0.5740979,5.117663,-0.3807195,-0.4319132,0.2099953
5_750.0_5,5,750,5,2.5,-0.020219064,-0.014795678,0.350324804,-0.001694576,-0.02719513,-0.002019944,6.047817,-0.3173637,6.200037,-0.5489649,-0.3676144,0.3142313
5_701.25_5,5,701.25,5,2.75,-0.02042278,-0.011148028,0.350261322,-0.001843745,-0.027435313,-0.001690417,4.998626,-0.2636297,5.170873,-0.3843009,-0.3328936,0.2030666
3_540_5,3,540,5,3,-0.014274678,-0.003578425,0.349900702,-0.00224731,-0.025148472,-0.00089731,4.197162,-0.1440356,3.983356,-0.1756872,-0.348602,0.06311779
7_855_-1,7,855,-1,3,-0.026657316,0.014490593,0.349350778,-0.001919208,-0.025971258,0.000478458,4.200226,-0.3133753,4.131368,-0.01838289,-0.2876184,-0.1119027
3_855_0,3,855,0,3,-0.007033342,0.013105871,0.349251732,-0.001351115,-0.026440258,0.000313683,4.194724,-0.07301549,4.199389,-0.04436226,-0.2033996,-0.09637096
5_810_0,5,810,0,3,-0.017936846,0.011503079,0.349022991,-0.001652891,-0.026235575,0.000228602,4.192357,-0.203913,4.166991,-0.04691688,-0.2493225,-0.08376272
5_900_-1,5,900,-1,3,-0.015350552,0.015119294,0.349014626,-0.00165049,-0.026046877,0.000483391,4.195854,-0.1791192,4.143579,-0.02794912,-0.2472801,-0.1139554
9_675_1,9,675,1,3,-0.04058269,0.007991749,0.347856487,-0.002280594,-0.025828173,1.42E-05,4.180014,-0.4720103,4.101938,-0.05279547,-0.3477447,-0.05840603
11_720_0,11,720,0,3,-0.051145427,0.009977206,0.347792032,-0.00244003,-0.025894156,8.14E-05,4.180669,-0.6021845,4.115024,-0.05060436,-0.3696079,-0.07599621
5_900_3,5,900,3,3,-0.017360065,-0.011542279,0.347774095,-0.002061199,-0.029138595,-0.001980816,4.167616,-0.1889516,4.615047,-0.4123805,-0.3089273,0.2051317
7_765_0,7,765,0,3,-0.029101581,0.011433118,0.34749333,-0.001988249,-0.02599661,0.000242762,4.1754,-0.3375202,4.130152,-0.03520356,-0.3009754,-0.08820893
1_675_3,1,675,3,3,-0.0010816,0.003035779,0.347340215,-0.001364716,-0.026432953,-0.000381084,4.164941,0.01213522,4.18705,-0.1119354,-0.2092479,-0.004618094
3_765_1,3,765,1,3,-0.009130571,0.00993376,0.347078072,-0.001495586,-0.026281397,0.000100592,4.166075,-0.09277178,4.169466,-0.05819439,-0.2272775,-0.07113573
11_825.0_0,11,825,0,2.75,-0.050261362,0.006147137,0.346780568,-0.002421472,-0.026137851,-0.000337676,4.959424,-0.7076234,4.943489,-0.1651749,-0.4300976,-0.01826957
9_810_-1,9,810,-1,3,-0.038607305,0.013613531,0.34669465,-0.002198495,-0.025759513,0.00039533,4.168305,-0.4561848,4.096887,-0.02049095,-0.3305121,-0.1078985
1_810_1,1,810,1,3,0.000434207,0.010970371,0.346605301,-0.001018421,-0.026497058,8.30E-05,4.158538,0.02285368,4.201759,-0.06835623,-0.1539572,-0.07922431
5_525_5,5,525,5,3,-0.024245896,-0.00284607,0.346127918,-0.002431048,-0.024627084,-0.000857711,4.154358,-0.2652164,3.90281,-0.1692042,-0.3767725,0.05496072
9_618.75_5,9,618.75,5,2.75,-0.042225337,-0.008307131,0.346044824,-0.002416322,-0.026215547,-0.001493772,4.944771,-0.5765793,4.946656,-0.3332257,-0.439896,0.1551296
1_825.0_3,1,825,3,2.75,0.0011443,-0.003656715,0.345937436,-0.000892339,-0.027168925,-0.001202505,4.933936,0.04133717,5.119425,-0.3141471,-0.1585272,0.1065758
11_540_3,11,540,3,3,-0.054734606,0.003060102,0.345884305,-0.002835867,-0.02425057,-0.000551804,4.157671,-0.6370051,3.849296,-0.1213677,-0.4383739,-0.01433483
3_585_3,3,585,3,3,-0.012692903,0.006282212,0.345354839,-0.001996913,-0.024954048,-0.000131723,4.144133,-0.1271452,3.955268,-0.06421153,-0.3085121,-0.04743861
11_783.75_1,11,783.75,1,2.75,-0.05054444,0.001891368,0.345045654,-0.002426067,-0.026302844,-0.000679753,4.932791,-0.7077122,4.970512,-0.2156561,-0.4334927,0.03304669
7_660.0_5,7,660,5,2.75,-0.030581735,-0.010528228,0.345032768,-0.002122502,-0.02671799,-0.001558042,4.927311,-0.4103242,5.0389,-0.3533857,-0.3845001,0.1910058
5_720_1,5,720,1,3,-0.0191041,0.00942415,0.34500985,-0.00181209,-0.025942542,0.000138423,4.143244,-0.2129883,4.117781,-0.04301417,-0.2759862,-0.07022532
9_540_3,9,540,3,3,-0.043971439,0.003663486,0.344989648,-0.002679961,-0.024198196,-0.000395997,4.145698,-0.5068726,3.840184,-0.09735883,-0.4147583,-0.02165445
1_540_5,1,540,5,3,-0.004602485,-0.004685992,0.344301978,-0.001982149,-0.024897378,-0.000913858,4.127736,-0.02588497,3.941632,-0.1757887,-0.3079703,0.0741061
7_742.5_3,7,742.5,3,2.75,-0.029465148,-0.004039787,0.344279959,-0.002003736,-0.02669014,-0.001098794,4.91708,-0.3988783,5.036157,-0.2841655,-0.3601986,0.1097552
1_900_0,1,900,0,3,0.005318891,0.015057836,0.344044986,-0.001038006,-0.026067544,0.000406503,4.132173,0.07404428,4.140858,-0.04315879,-0.1563014,-0.1112438
3_701.25_5,3,701.25,5,2.75,-0.009736797,-0.010486689,0.343438229,-0.001555568,-0.026939197,-0.001607836,4.89961,-0.1103589,5.075929,-0.3660544,-0.2812258,0.1901134
11_630_0,11,630,0,3,-0.051370884,0.015961238,0.343404444,-0.002452684,-0.024535707,0.00032558,4.129311,-0.6020995,3.899299,0.003604277,-0.3754123,-0.1589072
11_701.25_3,11,701.25,3,2.75,-0.051045395,-0.005210101,0.343148706,-0.002499288,-0.026443915,-0.00124434,4.904361,-0.7091302,4.992911,-0.3010332,-0.4509754,0.1208005
3_525_5,3,525,5,3,-0.014374976,-0.003386227,0.343128664,-0.002243567,-0.024524509,-0.000836628,4.116078,-0.1456189,3.884651,-0.1644449,-0.3483048,0.05975568
3_783.75_3,3,783.75,3,2.75,-0.008783446,-0.00228711,0.342849624,-0.001377433,-0.026722928,-0.000994208,4.892602,-0.1005993,5.038283,-0.2736344,-0.2466046,0.08869866
11_585_1,11,585,1,3,-0.052629052,0.011219946,0.342701192,-0.002616236,-0.024188667,6.43E-05,4.120333,-0.6147829,3.842254,-0.03092934,-0.4025198,-0.106752
9_720_0,9,720,0,3,-0.039348007,0.010829869,0.342690293,-0.002189261,-0.025449712,0.000225888,4.118657,-0.4604313,4.043848,-0.02890353,-0.3319833,-0.08626062
11_765_-1,11,765,-1,3,-0.049581821,0.013721219,0.342556371,-0.00243198,-0.025390129,0.000383597,4.119228,-0.5870704,4.038397,-0.01358083,-0.3664237,-0.1142601
7_675_1,7,675,1,3,-0.029469089,0.008956998,0.341885241,-0.002038605,-0.025387844,0.000138198,4.10731,-0.3376751,4.031019,-0.03397834,-0.3111201,-0.069851
7_825.0_1,7,825,1,2.75,-0.028047998,0.003003497,0.341642766,-0.001890728,-0.026147508,-0.000538496,4.882075,-0.38591,4.939598,-0.200396,-0.3368558,0.0232464
7_630_1,7,630,1,3,-0.030189245,0.011519425,0.341094599,-0.002111531,-0.024755735,0.000284531,4.098309,-0.3450163,3.930948,-0.003214984,-0.3239738,-0.1049507
7_712.5_5,7,712.5,5,2.5,-0.02981001,-0.014219171,0.340619643,-0.001962072,-0.026385103,-0.001933045,5.883385,-0.4850087,6.018486,-0.5232047,-0.426862,0.3012494
9_585_1,9,585,1,3,-0.041522133,0.011731435,0.340541108,-0.002438629,-0.023995654,0.000214318,4.093478,-0.4808203,3.811141,-0.007727134,-0.3757862,-0.1131513
5_855_-1,5,855,-1,3,-0.015705005,0.015612146,0.340381322,-0.001617858,-0.02533348,0.000579095,4.09211,-0.1820525,4.02961,-0.002376843,-0.243408,-0.126695
11_577.5_5,11,577.5,5,2.75,-0.052905351,-0.007402308,0.340131134,-0.002699781,-0.024999956,-0.001575535,4.863511,-0.7301816,4.718768,-0.3422268,-0.4938924,0.1351415
7_540_3,7,540,3,3,-0.032684946,0.005686663,0.339833926,-0.002495683,-0.023951454,-0.00025051,4.082155,-0.3707549,3.799983,-0.07561548,-0.3863538,-0.04572352
1_585_3,1,585,3,3,-0.003199391,0.005500013,0.339722652,-0.001705494,-0.024636478,-0.000126167,4.074343,-0.01139248,3.90291,-0.06023963,-0.2640717,-0.04104358
1_630_3,1,630,3,3,-0.001924717,0.003925068,0.339598694,-0.001454391,-0.025456782,-0.000193122,4.072639,0.002497977,4.032894,-0.07603197,-0.223899,-0.01906031
11_525_3,11,525,3,3,-0.054181251,0.003278064,0.339298432,-0.00281233,-0.023631054,-0.000502312,4.078713,-0.6305955,3.751122,-0.1117101,-0.4351903,-0.01824752
5_765_0,5,765,0,3,-0.017826181,0.012178943,0.338756893,-0.001635684,-0.02532825,0.000345992,4.069449,-0.2019328,4.022992,-0.01991257,-0.2477118,-0.09739299
3_810_0,3,810,0,3,-0.007163206,0.01356564,0.338730392,-0.001358688,-0.025529038,0.000415505,4.068586,-0.07380829,4.054595,-0.01935691,-0.2054539,-0.1076892
5_660.0_5,5,660,5,2.75,-0.020257858,-0.009277334,0.338716379,-0.001842003,-0.026268754,-0.001442088,4.835049,-0.2614511,4.952027,-0.3310668,-0.3336762,0.1721652
1_525_5,1,525,5,3,-0.00496881,-0.004438137,0.338535288,-0.002003671,-0.024336067,-0.000858827,4.05866,-0.03064116,3.852801,-0.1654968,-0.3116265,0.07000258
11_675_0,11,675,0,3,-0.049979816,0.011161405,0.338440046,-0.002385457,-0.024950664,0.000232528,4.068949,-0.5874793,3.965418,-0.01928714,-0.3627533,-0.09514717
7_810_-1,7,810,-1,3,-0.026411044,0.014729314,0.338173812,-0.001859366,-0.025057719,0.000547784,4.065939,-0.3093589,3.985602,0.002347485,-0.2797443,-0.1212528
1_701.25_5,1,701.25,5,2.75,0.000187422,-0.010656971,0.338164975,-0.001273751,-0.02660849,-0.001643941,4.822709,0.03320074,5.011854,-0.3685352,-0.2308594,0.1876597
9_525_3,9,525,3,3,-0.043436979,0.004009649,0.337869474,-0.002652471,-0.023581124,-0.000354903,4.060273,-0.5008311,3.742371,-0.08908908,-0.4108571,-0.02710024
3_900_-1,3,900,-1,3,-0.004558993,0.015840383,0.33766438,-0.001216928,-0.025196157,0.000543963,4.059483,-0.04900007,4.008047,-0.01781784,-0.1826222,-0.1237143
1_585_3,-1,585,3,3,0.005909481,0.002861083,0.337559442,-0.001515863,-0.024651648,-0.00025193,4.045552,0.1004055,3.902882,-0.07705017,-0.2360193,-0.01340636
7_720_0,7,720,0,3,-0.028553337,0.012137049,0.337331535,-0.001943415,-0.025066795,0.000361612,4.053792,-0.3302607,3.982596,-0.00835662,-0.2952371,-0.1020052
3_720_1,3,720,1,3,-0.009103127,0.010839835,0.33729839,-0.001527837,-0.025366177,0.000242578,4.049177,-0.09183125,4.024549,-0.02815788,-0.233156,-0.08690322
9_765_-1,9,765,-1,3,-0.038088008,0.014076246,0.3369538,-0.00212046,-0.024919171,0.000482212,4.051398,-0.4490479,3.962891,0.002430153,-0.3199877,-0.119588
5_742.5_3,5,742.5,3,2.75,-0.018890354,-0.002596483,0.336894685,-0.001695285,-0.026128544,-0.000962334,4.809946,-0.247038,4.928422,-0.2599013,-0.304551,0.08910566
1_765_1,1,765,1,3,-0.000134613,0.011673722,0.33681581,-0.001049671,-0.025606772,0.000209352,4.041248,0.01654944,4.060464,-0.04050437,-0.1594237,-0.09288204
9_701.25_3,9,701.25,3,2.75,-0.039377546,-0.004089543,0.336778534,-0.002199469,-0.025938904,-0.001072485,4.812314,-0.5417687,4.896549,-0.2701966,-0.3965692,0.1050356
11_900_-3,11,900,-3,3,-0.047588207,0.017405413,0.336678702,-0.002404762,-0.024502293,0.000546056,4.0532,-0.5718193,3.90732,-0.01484398,-0.3566724,-0.1412687
1_540_5,-1,540,5,3,0.005656349,-0.006462989,0.336483765,-0.001712913,-0.02433008,-0.000937169,4.031346,0.09680036,3.849488,-0.1767605,-0.2667549,0.09173107
9_577.5_5,9,577.5,5,2.75,-0.041688213,-0.006787603,0.336287708,-0.002473021,-0.024747841,-0.001376197,4.806789,-0.5691645,4.669979,-0.3059253,-0.4521468,0.1275686
7_618.75_5,7,618.75,5,2.75,-0.030591262,-0.008363812,0.336219231,-0.00211655,-0.025594139,-0.001313432,4.802563,-0.4103729,4.828083,-0.3006165,-0.3847268,0.1566109
11_675.0_5,11,675,5,2.5,-0.051116446,-0.015681735,0.335839213,-0.002476882,-0.025740758,-0.002122377,5.80448,-0.8572811,5.875219,-0.5575473,-0.5410569,0.3225155
9_783.75_1,9,783.75,1,2.75,-0.038407479,0.002819147,0.335667174,-0.002118064,-0.025627855,-0.000544665,4.798054,-0.5342613,4.842415,-0.1915757,-0.3783198,0.01989736
1_855_0,1,855,0,3,0.004469361,0.015779443,0.335539481,-0.001089628,-0.025350119,0.000515158,4.030022,0.06504749,4.026542,-0.0158787,-0.1649995,-0.1263866
1_630_3,-1,630,3,3,0.00764628,0.000950287,0.335536041,-0.001278444,-0.025194397,-0.000337578,4.021851,0.1180809,3.989358,-0.0956747,-0.1982843,0.01139741
5_675_1,5,675,1,3,-0.018908025,0.010395195,0.335424738,-0.001814963,-0.024985321,0.000293662,4.028708,-0.2100731,3.966219,-0.01118241,-0.2774523,-0.08661378
5_540_3,5,540,3,3,-0.022489567,0.006250159,0.335170707,-0.00223996,-0.023722895,-0.000109091,4.024327,-0.2471064,3.762186,-0.05454028,-0.346744,-0.05127307
7_585_1,7,585,1,3,-0.030417651,0.013578541,0.334289749,-0.002189719,-0.023701435,0.000325478,4.016938,-0.3471738,3.763451,0.009072295,-0.3374689,-0.1345631
11_585_0,11,585,0,3,-0.050987783,0.015509475,0.333388243,-0.002498464,-0.023340369,0.000413442,4.009526,-0.5966744,3.70947,0.02360512,-0.3842646,-0.1583924
7_525_3,7,525,3,3,-0.03243811,0.005693478,0.333292989,-0.002483258,-0.023360027,-0.000209137,4.003738,-0.3680821,3.706269,-0.06724667,-0.3847879,-0.04698493
9_675_0,9,675,0,3,-0.038512433,0.011883943,0.333243813,-0.002151734,-0.024526654,0.000370397,4.005747,-0.4496956,3.897498,0.001362271,-0.327543,-0.1038094
11_720_-1,11,720,-1,3,-0.048586392,0.014272954,0.332837318,-0.002333633,-0.024518805,0.000480815,4.002726,-0.5742378,3.899603,0.01060186,-0.352962,-0.126806
3_750.0_5,3,750,5,2.5,-0.008899176,-0.013805625,0.332657027,-0.001308687,-0.026156486,-0.001940847,5.740825,-0.1215128,5.961615,-0.5279805,-0.2831877,0.2933526
1_783.75_3,1,783.75,3,2.75,0.000848345,-0.002131935,0.332481943,-0.000934186,-0.02601939,-0.00099868,4.742615,0.03707998,4.903265,-0.2685971,-0.1669302,0.08027582
5_618.75_5,5,618.75,5,2.75,-0.020800502,-0.007264275,0.332052981,-0.001878858,-0.025265611,-0.001199881,4.741118,-0.2687103,4.763956,-0.2785835,-0.3417544,0.1395006
9_630_0,9,630,0,3,-0.038862066,0.014275733,0.331951393,-0.002191442,-0.02389203,0.000502966,3.99065,-0.4525872,3.79678,0.03013575,-0.3353561,-0.1367228
9_825.0_0,9,825,0,2.75,-0.036862026,0.006853725,0.331812316,-0.002114455,-0.025109897,-0.000191181,4.745104,-0.5164706,4.749019,-0.1398211,-0.3755695,-0.02791845
3_660.0_5,3,660,5,2.75,-0.009894221,-0.008790589,0.331765836,-0.001577808,-0.025788269,-0.001373516,4.734021,-0.1128034,4.859872,-0.315793,-0.286229,0.1620212
7_701.25_3,7,701.25,3,2.75,-0.028544489,-0.002562025,0.331346275,-0.001967693,-0.025528446,-0.000907172,4.73339,-0.3858577,4.817827,-0.240641,-0.35485,0.08372224
5_810_-1,5,810,-1,3,-0.016087006,0.015931059,0.331147391,-0.001582201,-0.024569513,0.000656121,3.981138,-0.1855381,3.907643,0.01952167,-0.2389766,-0.1368452
3_540_3,3,540,3,3,-0.013071049,0.007324647,0.331112681,-0.002062356,-0.023560853,-1.87E-05,3.973628,-0.1323822,3.734726,-0.04046017,-0.3197818,-0.06466776
5_630_1,5,630,1,3,-0.019408964,0.011279639,0.331064102,-0.001864831,-0.024189847,0.000446705,3.976674,-0.2152777,3.840183,0.02057256,-0.286382,-0.1016855
5_825.0_1,5,825,1,2.75,-0.017287235,0.004572115,0.330722279,-0.001590587,-0.025406465,-0.000405028,4.725079,-0.2315219,4.798567,-0.1774421,-0.2835803,0.001318975
11_660.0_3,11,660,3,2.75,-0.049438621,-0.003581534,0.330644529,-0.002425038,-0.025283547,-0.001041487,4.726759,-0.6863048,4.774745,-0.2558342,-0.4388638,0.09285468
7_577.5_5,7,577.5,5,2.75,-0.030726545,-0.006104211,0.330478396,-0.002257991,-0.024416005,-0.00122477,4.721903,-0.411114,4.606136,-0.2788203,-0.412737,0.119255
3_765_0,3,765,0,3,-0.007245537,0.01406077,0.329272914,-0.001380043,-0.024682287,0.000512785,3.95524,-0.073995,3.920095,0.004580955,-0.20967,-0.1191455
5_720_0,5,720,0,3,-0.017594276,0.012951325,0.329259626,-0.001630148,-0.024452104,0.000472278,3.955771,-0.1984883,3.883986,0.007973505,-0.2478553,-0.1117987
7_765_-1,7,765,-1,3,-0.026503708,0.015085565,0.329238918,-0.001805456,-0.024284942,0.000619673,3.958566,-0.309439,3.862168,0.02305597,-0.2727199,-0.1316963
3_855_-1,3,855,-1,3,-0.004904726,0.01615733,0.329046795,-0.001209921,-0.024473011,0.000629225,3.955834,-0.05195115,3.892542,0.005302218,-0.1823529,-0.1338331
5_525_3,5,525,3,3,-0.022426252,0.00650995,0.328816865,-0.002236021,-0.023155501,-7.77E-05,3.948146,-0.2466828,3.672303,-0.04773991,-0.3464622,-0.05566245
9_585_0,9,585,0,3,-0.039577712,0.017117203,0.328485358,-0.00230989,-0.023059969,0.000524293,3.949301,-0.4599681,3.664258,0.04008471,-0.3556341,-0.177615
3_675_1,3,675,1,3,-0.009159114,0.011669459,0.328313234,-0.001561847,-0.024478421,0.000389672,3.941819,-0.09178089,3.884032,0.00241939,-0.239297,-0.1015894
7_783.75_1,7,783.75,1,2.75,-0.027285098,0.003860007,0.328310303,-0.001837129,-0.025057923,-0.000413518,4.692126,-0.3746458,4.73394,-0.1677831,-0.3283409,0.00497106
5_585_1,5,585,1,3,-0.020178206,0.013873372,0.328249315,-0.001994402,-0.023346073,0.000457321,3.943036,-0.2235163,3.706018,0.02845326,-0.3078362,-0.1375151
7_675_0,7,675,0,3,-0.02801634,0.012930759,0.328152325,-0.001922691,-0.024161835,0.000491556,3.943998,-0.323078,3.839074,0.01971534,-0.2932203,-0.1164937
3_742.5_3,3,742.5,3,2.75,-0.008835307,-0.001005484,0.327913994,-0.001383075,-0.025488148,-0.000819979,4.680119,-0.1017598,4.805984,-0.2332025,-0.2485387,0.06544993
9_900_-3,9,900,-3,3,-0.034948796,0.017981417,0.327832538,-0.002059801,-0.023712042,0.000676754,3.947418,-0.4203595,3.782235,0.006285582,-0.306208,-0.1497136
1_720_1,1,720,1,3,-0.000615961,0.012303543,0.327785963,-0.001094011,-0.024743064,0.000336512,3.933117,0.01141437,3.923466,-0.0129928,-0.1669132,-0.1052903
9_720_-1,9,720,-1,3,-0.037293394,0.014734481,0.327568548,-0.002060461,-0.024079828,0.00058728,3.938907,-0.4385917,3.829319,0.02724206,-0.3120984,-0.1329346
1_810_0,1,810,0,3,0.003556034,0.016278056,0.327373885,-0.001125042,-0.024650237,0.000615622,3.931849,0.05516799,3.914861,0.009689757,-0.1711177,-0.1386365
11_540_1,11,540,1,3,-0.051427584,0.011713066,0.327340798,-0.002605788,-0.02268861,0.000156894,3.936181,-0.6005516,3.60417,-0.01040907,-0.4024739,-0.1175301
11_742.5_1,11,742.5,1,2.75,-0.04810518,0.002639951,0.32730276,-0.002330492,-0.024928009,-0.000558006,4.67993,-0.6728968,4.711234,-0.1845311,-0.4175501,0.01679487
5_630_5,-5,630,5,3,0.035109239,-0.00946295,0.326628333,-0.000777836,-0.024761871,-0.001224097,3.910146,0.4386494,3.915514,-0.2308312,-0.1214302,0.1300868
3_585_1,3,585,1,3,-0.010748388,0.015296299,0.326444081,-0.001803925,-0.023257221,0.000614313,3.919856,-0.1077657,3.690256,0.05257289,-0.2790356,-0.153881
1_540_3,1,540,3,3,-0.003928684,0.006341818,0.326325473,-0.001780833,-0.023307424,-1.11E-05,3.913941,-0.02076831,3.692545,-0.03661639,-0.2766004,-0.05518088
11_783.75_0,11,783.75,0,2.75,-0.047739649,0.006290382,0.326199558,-0.00229152,-0.024670167,-0.000268192,4.665587,-0.6712629,4.665895,-0.1425296,-0.4079675,-0.02664955
11_536.25_5,11,536.25,5,2.75,-0.051207447,-0.007029618,0.326097381,-0.002695284,-0.023505769,-0.00136616,4.663996,-0.7060908,4.4374,-0.2972528,-0.4947574,0.1264063
1_660.0_5,1,660,5,2.75,-0.000403941,-0.009079877,0.325869815,-0.001309563,-0.025451155,-0.001415368,4.648115,0.02467263,4.79448,-0.3198025,-0.238147,0.1616497
7_585_0,7,585,0,3,-0.029535664,0.017245998,0.325830595,-0.002134646,-0.022843136,0.000654145,3.916575,-0.338543,3.629262,0.06027418,-0.329396,-0.1794119
11_855_-3,11,855,-3,3,-0.045723965,0.018427839,0.325466406,-0.002317857,-0.023586278,0.000721058,3.918613,-0.548341,3.76131,0.02233619,-0.3451645,-0.1599227
3_525_3,3,525,3,3,-0.013267871,0.007357631,0.325354765,-0.002078602,-0.02303312,1.49E-05,3.904638,-0.134977,3.65115,-0.03329982,-0.3226358,-0.06626807
9_660.0_3,9,660,3,2.75,-0.038320321,-0.002523375,0.325282015,-0.002156942,-0.024843018,-0.000873155,4.649137,-0.5267273,4.690639,-0.2255238,-0.3901974,0.07798888
11_630_-1,11,630,-1,3,-0.048037132,0.0180194,0.325081793,-0.002278691,-0.023173337,0.00070209,3.910372,-0.564864,3.685351,0.06202151,-0.3480675,-0.1819978
5_701.25_3,5,701.25,3,2.75,-0.018535082,-0.001229574,0.324800499,-0.001682982,-0.025044613,-0.000781718,4.638178,-0.2420049,4.724669,-0.2183845,-0.3034092,0.0646608
1_900_-1,1,900,-1,3,0.005661238,0.017666418,0.324739561,-0.000782379,-0.024292338,0.000615209,3.903915,0.07425358,3.863558,-0.006822685,-0.1175465,-0.1460114
5_577.5_5,5,577.5,5,2.75,-0.020922117,-0.005074011,0.324388822,-0.002006447,-0.024038684,-0.001107945,4.632546,-0.2698057,4.532846,-0.2565608,-0.3668125,0.1040479
