Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
9_375.0_1,9,375,1,1.25,-0.008527763,0.000389199,0.073205979,-0.000460001,-0.005594693,-0.000139023,5.079508,-0.5668009,5.129805,-0.2655382,-0.3867517,0.06690816,,,,,,,
9_382.5_1,9,382.5,1,1.5,-0.010828637,0.001287624,0.092401645,-0.000596616,-0.006989829,-8.69E-05,4.451988,-0.4989122,4.449771,-0.1504614,-0.3549108,0.002609329,,,,,,,
9_390_1,9,390,1,2,-0.018715624,0.005293446,0.151785301,-0.001088041,-0.010699389,7.79E-05,4.111683,-0.4838855,3.828569,-0.02228802,-0.3752154,-0.1107074,,,,,,,
9_393.75_1,9,393.75,1,2.25,-0.022663472,0.00714289,0.17841716,-0.001348853,-0.012342355,0.000157875,3.817281,-0.4642895,3.488351,0.005337903,-0.3698473,-0.1275189,,,,,,,
9_393.75_1,9,393.75,1,1.75,-0.014002485,0.002577846,0.118287893,-0.000775525,-0.008790039,-5.20E-06,4.186168,-0.4737227,4.110076,-0.0730551,-0.3435121,-0.04301947,,,,,,,
9_405_1,9,405,1,3,-0.037201251,0.011338423,0.263762131,-0.002221652,-0.017121089,0.000341213,3.171101,-0.4317481,2.719508,0.03218679,-0.3460755,-0.122068,,,,,,,
9_405.0_1,9,405,1,2.25,-0.022907724,0.007090961,0.182115336,-0.001360817,-0.012663309,0.000146972,3.8963,-0.4692043,3.57899,0.000254858,-0.3727544,-0.1251315,,,,,,,
9_405.0_1,9,405,1,1.5,-0.011160822,0.001017906,0.095705671,-0.000615771,-0.007284994,-0.00012762,4.609884,-0.5152677,4.63672,-0.1868578,-0.3647016,0.02271212,,,,,,,
9_412.5_1,9,412.5,1,2.75,-0.031986464,0.010327917,0.237652837,-0.001921888,-0.015908426,0.000288488,3.401389,-0.4407277,3.008082,0.02721831,-0.3551288,-0.1299033,,,,,,,
9_420_1,9,420,1,2,-0.018800315,0.005361505,0.156130993,-0.001060578,-0.011250637,3.58E-05,4.228624,-0.4869,4.025613,-0.04438058,-0.3636688,-0.1066949,,,,,,,
9_420.0_1,9,420,1,1.75,-0.014296051,0.002163651,0.121780425,-0.000790998,-0.009141862,-6.14E-05,4.308732,-0.4847189,4.273834,-0.1080366,-0.3487823,-0.02258815,,,,,,,
9_427.5_1,9,427.5,1,1.5,-0.011624915,0.00078601,0.100034164,-0.000637366,-0.007642095,-0.000165258,4.817113,-0.5377284,4.863077,-0.2213778,-0.3760017,0.04113489,,,,,,,
9_437.5_1,9,437.5,1,2.5,-0.027913524,0.008905179,0.220335061,-0.001668978,-0.015244775,0.000200189,3.816818,-0.4641379,3.488769,0.008467049,-0.3711676,-0.130173,,,,,,,
9_438.75_1,9,438.75,1,2.25,-0.023614892,0.006627208,0.192137241,-0.001377584,-0.013536719,0.000105495,4.110359,-0.4835936,3.825637,-0.01763585,-0.3760119,-0.1105225,,,,,,,
9_446.25_1,9,446.25,1,1.75,-0.014691001,0.001781292,0.125842497,-0.000813008,-0.009519273,-0.000117654,4.451341,-0.499094,4.449462,-0.1435038,-0.3569969,-0.002903136,,,,,,,
9_450_1,9,450,1,3,-0.037992299,0.012380309,0.282940865,-0.00229161,-0.018941301,0.000350575,3.401714,-0.4404801,3.008714,0.0294798,-0.3561022,-0.1316796,,,,,,,
9_450.0_1,9,450,1,2.5,-0.028220897,0.00882926,0.224940309,-0.001683807,-0.015642045,0.000187279,3.896497,-0.4691563,3.579616,0.003604898,-0.3741138,-0.1276334,,,,,,,
9_450_1,9,450,1,2,-0.018235952,0.003418325,0.154594023,-0.001014867,-0.011487254,-3.85E-06,4.186209,-0.473784,4.110222,-0.0676411,-0.3452998,-0.04732557,,,,,,,
9_450.0_1,9,450,1,1.5,-0.01222898,0.000575767,0.105423841,-0.000662925,-0.008058887,-0.000200646,5.075474,-0.5668592,5.127513,-0.2545749,-0.3897937,0.05850604,,,,,,,
9_472.5_1,9,472.5,1,2.25,-0.023709051,0.006867495,0.197609903,-0.001343748,-0.01424443,4.98E-05,4.226653,-0.4863498,4.025429,-0.04000513,-0.3648615,-0.1104218,,,,,,,
9_472.5_1,9,472.5,1,1.75,-0.015140518,0.001409759,0.130317957,-0.000838262,-0.009919618,-0.000173432,4.60847,-0.515325,4.635716,-0.1793735,-0.3665604,0.01689557,,,,,,,
9_480_1,9,480,1,2,-0.018614346,0.002866947,0.159115968,-0.001034361,-0.011943822,-7.83E-05,4.307693,-0.4846099,4.27289,-0.1025267,-0.3504296,-0.02692964,,,,,,,
9_481.25_1,9,481.25,1,2.75,-0.033698415,0.010865105,0.266649831,-0.002022993,-0.018450861,0.000248549,3.816083,-0.463862,3.488595,0.01128564,-0.372237,-0.1324357,,,,,,,
9_487.5_1,9,487.5,1,2.5,-0.029041738,0.008115995,0.236916737,-0.001697592,-0.016688549,0.000136899,4.103628,-0.482723,3.818937,-0.01393901,-0.3758331,-0.1105509,,,,,,,
9_495.0_1,9,495,1,2.75,-0.034077996,0.010755808,0.272269716,-0.002040854,-0.018932398,0.000233595,3.896421,-0.4689937,3.579578,0.006630428,-0.3751898,-0.1296886,,,,,,,
9_498.75_1,9,498.75,1,1.75,-0.01577288,0.001090918,0.136209361,-0.000867374,-0.010405869,-0.00022471,4.81567,-0.5377945,4.862117,-0.2132448,-0.3778906,0.03495741,,,,,,,
9_506.25_1,9,506.25,1,2.25,-0.023017871,0.004380292,0.195730759,-0.001285778,-0.014542278,-1.48E-06,4.185701,-0.4736387,4.109539,-0.06311845,-0.3465854,-0.05085827,,,,,,,
9_510_1,9,510,1,2,-0.01912594,0.002358349,0.164398821,-0.001062265,-0.012434674,-0.000152596,4.449684,-0.4988424,4.447738,-0.1377859,-0.3584585,-0.007334386,,,,,,,
9_525_1,9,525,1,3,-0.040015923,0.013019223,0.317346141,-0.00241053,-0.021958568,0.000303131,3.81504,-0.4635054,3.487769,0.01384106,-0.3730639,-0.1343478,,,,,,,
9_525.0_1,9,525,1,2.5,-0.029174622,0.008564741,0.24394796,-0.00166005,-0.017587556,6.65E-05,4.224649,-0.4857209,4.024447,-0.03625228,-0.3657749,-0.1135726,,,,,,,
9_525.0_1,9,525,1,1.75,-0.016570199,0.000807108,0.143433392,-0.000902008,-0.010965742,-0.000272406,5.070037,-0.566071,5.123045,-0.2456399,-0.3917552,0.05183099,,,,,,,
9_536.25_1,9,536.25,1,2.75,-0.035009735,0.009807742,0.286349812,-0.00205137,-0.020173095,0.000172935,4.097596,-0.4817677,3.814014,-0.01071022,-0.3757905,-0.1114593,,,,,,,
9_540_1,9,540,1,3,-0.040474924,0.012873271,0.324080943,-0.00243133,-0.022532428,0.000286102,3.895921,-0.4687265,3.578862,0.009377279,-0.3759631,-0.1314414,,,,,,,
9_540.0_1,9,540,1,2.25,-0.023488653,0.003671421,0.201394201,-0.001309332,-0.015115547,-9.67E-05,4.305906,-0.4842661,4.270889,-0.09790517,-0.3514919,-0.03048293,,,,,,,
9_540_1,9,540,1,2,-0.019709539,0.001868515,0.170226799,-0.001094106,-0.012956108,-0.000225631,4.60634,-0.5149538,4.633444,-0.1731942,-0.3677368,0.01222344,,,,,,,
9_562.5_1,9,562.5,1,2.5,-0.028340592,0.005464722,0.2416672,-0.001587467,-0.017952127,2.25E-06,4.184413,-0.4732741,4.107807,-0.0592212,-0.34737,-0.05381872,,,,,,,
9_570_1,9,570,1,2,-0.020531995,0.001452149,0.177890453,-0.001131201,-0.013589315,-0.000292395,4.812677,-0.5373291,4.859132,-0.2064697,-0.3788603,0.0299136,,,,,,,
9_573.75_1,9,573.75,1,2.25,-0.02412952,0.003016986,0.208044231,-0.00134357,-0.015733509,-0.000191583,4.447124,-0.4983392,4.444789,-0.1329966,-0.3593102,-0.01093145,,,,,,,
9_577.5_1,9,577.5,1,2.75,-0.035185087,0.010457019,0.295102053,-0.00200834,-0.02127745,8.64E-05,4.222107,-0.4849161,4.022607,-0.03294706,-0.3662814,-0.1163113,,,,,,,
9_585_1,9,585,1,3,-0.041522133,0.011731435,0.340541108,-0.002438629,-0.023995654,0.000214318,4.093478,-0.4808203,3.811141,-0.007727134,-0.3757862,-0.1131513,,,,,,,
9_600.0_1,9,600,1,2.5,-0.028911434,0.004574175,0.248589426,-0.00161539,-0.018654491,-0.00011667,4.303408,-0.4837017,4.267907,-0.09398985,-0.3520889,-0.03339255,,,,,,,
9_600_1,9,600,1,2,-0.021529566,0.00107881,0.187122339,-0.001175471,-0.014306808,-0.0003543,5.061508,-0.5644519,5.115121,-0.2382711,-0.3924935,0.04654133,,,,,,,
9_607.5_1,9,607.5,1,2.25,-0.024869371,0.002393518,0.215435392,-0.001382915,-0.01639412,-0.000284186,4.604103,-0.5144535,4.630666,-0.1680107,-0.3684216,0.008400512,,,,,,,
9_618.75_1,9,618.75,1,2.75,-0.034198143,0.006668051,0.292384826,-0.001919307,-0.021714806,7.33E-06,4.18251,-0.4727283,4.105226,-0.05583346,-0.3477368,-0.05628914,,,,,,,
9_630_1,9,630,1,3,-0.041739906,0.012545818,0.351075595,-0.002388159,-0.025312636,0.000109667,4.219409,-0.4840377,4.020128,-0.02997159,-0.3664689,-0.1187352,,,,,,,
9_637.5_1,9,637.5,1,2.5,-0.029695665,0.003755273,0.256759675,-0.00165615,-0.019413614,-0.000234578,4.44394,-0.4976396,4.440923,-0.1289136,-0.3596425,-0.01388716,,,,,,,
9_641.25_1,9,641.25,1,2.25,-0.025900326,0.001861259,0.225063075,-0.001428283,-0.017190667,-0.000368715,4.808897,-0.5366251,4.854965,-0.200862,-0.3792068,0.02589751,,,,,,,
9_660.0_1,9,660,1,2.75,-0.034874008,0.005574374,0.30067368,-0.00195173,-0.022558055,-0.000137901,4.300258,-0.4829285,4.264065,-0.09056889,-0.3522642,-0.03581777,,,,,,,
9_675_1,9,675,1,3,-0.04058269,0.007991749,0.347856487,-0.002280594,-0.025828173,1.42E-05,4.180014,-0.4720103,4.101938,-0.05279547,-0.3477447,-0.05840603,,,,,,,
9_675.0_1,9,675,1,2.5,-0.030609932,0.002983314,0.265906822,-0.001703473,-0.020230016,-0.000348689,4.601307,-0.5137551,4.626983,-0.1635038,-0.3685565,0.005227525,,,,,,,
9_675.0_1,9,675,1,2.25,-0.027093716,0.001383076,0.23642122,-0.001482278,-0.01807647,-0.000446761,5.050741,-0.5623064,5.104652,-0.232214,-0.3923581,0.04239359,,,,,,,
9_701.25_1,9,701.25,1,2.75,-0.035815093,0.004572799,0.310513086,-0.001999274,-0.0234723,-0.000281173,4.440125,-0.4967425,4.436259,-0.1253077,-0.3595517,-0.01636202,,,,,,,
9_712.5_1,9,712.5,1,2.5,-0.031863897,0.002317319,0.277664376,-0.001757516,-0.021204528,-0.000452974,4.803871,-0.5356092,4.849242,-0.1959713,-0.3789824,0.02262089,,,,,,,
9_720_1,9,720,1,3,-0.041367306,0.006671184,0.35762202,-0.002317576,-0.026823991,-0.000159966,4.296576,-0.4819613,4.259545,-0.08748444,-0.3520766,-0.03786988,,,,,,,
9_742.5_1,9,742.5,1,2.75,-0.036922364,0.003638058,0.321629341,-0.002054896,-0.024461904,-0.000418615,4.59819,-0.5128589,4.622651,-0.1594493,-0.3682356,0.002536234,,,,,,,
9_750.0_1,9,750,1,2.5,-0.033288345,0.001724815,0.291553783,-0.001822306,-0.022286728,-0.000548848,5.043401,-0.5604563,5.096316,-0.2268502,-0.3917978,0.03890739,,,,,,,
9_240_3,9,240,3,2,-0.01729389,0.001447097,0.114959165,-0.001043589,-0.007261976,-8.24E-05,3.113759,-0.445948,2.596033,-0.05157766,-0.365555,-0.02498307,,,,,,,
9_240_3,9,240,3,1,-0.005162639,-0.000393797,0.042811609,-0.000283967,-0.003269202,-0.000116619,4.647446,-0.5214604,4.683563,-0.267447,-0.3773306,0.1122418,,,,,,,
9_243.75_3,9,243.75,3,1.25,-0.007965626,0.000340153,0.06265333,-0.000462949,-0.004468968,-0.000103119,4.352043,-0.5167576,4.096046,-0.1566254,-0.4051411,0.01744562,,,,,,,
9_255_3,9,255,3,1,-0.005306242,-0.000575506,0.044376987,-0.000291418,-0.003417616,-0.000141091,4.815335,-0.5368583,4.894414,-0.3134097,-0.3852504,0.139416,,,,,,,
9_262.5_3,9,262.5,3,1.75,-0.013996289,0.001293007,0.101387839,-0.000825552,-0.006815221,-7.52E-05,3.588431,-0.4695736,3.183989,-0.06821256,-0.3747128,-0.0237834,,,,,,,
9_262.5_3,9,262.5,3,1.5,-0.0109821,0.000770124,0.083950764,-0.000651657,-0.005854354,-9.94E-05,4.046651,-0.4982854,3.724327,-0.1096244,-0.3998181,-0.006978545,,,,,,,
9_262.5_3,9,262.5,3,1.25,-0.008113912,0.000225888,0.065027894,-0.000457962,-0.004733906,-0.000131192,4.515552,-0.5269506,4.338097,-0.1909984,-0.3981773,0.0319177,,,,,,,
9_270.0_3,9,270,3,2.25,-0.021836661,0.001868837,0.14562511,-0.001322672,-0.009203367,-0.000100504,3.115034,-0.4460684,2.59864,-0.04919057,-0.3664135,-0.02656608,,,,,,,
9_270_3,9,270,3,2,-0.017482458,0.001623672,0.122581638,-0.001043581,-0.008006483,-7.64E-05,3.319853,-0.450953,2.862536,-0.05366705,-0.364207,-0.02649858,,,,,,,
9_270.0_3,9,270,3,1.5,-0.011115211,0.000707875,0.085748104,-0.000658656,-0.006012077,-0.000109541,4.133115,-0.5041436,3.824503,-0.1184999,-0.4036161,-0.002290886,,,,,,,
9_270_3,9,270,3,1,-0.005489609,-0.000759659,0.046202652,-0.000299898,-0.003580882,-0.00016575,5.01135,-0.556339,5.126444,-0.3601369,-0.3945171,0.1672184,,,,,,,
9_281.25_3,9,281.25,3,1.25,-0.007923296,-0.000295459,0.065113436,-0.000436006,-0.004908269,-0.000144268,4.519885,-0.5159682,4.497568,-0.2118483,-0.3756244,0.07602841,,,,,,,
9_285_3,9,285,3,1,-0.005883661,-0.000939283,0.049477478,-0.000315936,-0.003816301,-0.000188985,5.364467,-0.5981576,5.461834,-0.4042028,-0.4146496,0.1939241,,,,,,,
9_292.5_3,9,292.5,3,1.5,-0.011423465,0.00053268,0.090348517,-0.000668116,-0.006446862,-0.000146417,4.354065,-0.5178198,4.100459,-0.1495787,-0.4075686,0.01171378,,,,,,,
9_300.0_3,9,300,3,2.5,-0.026904384,0.002358242,0.179936007,-0.001635114,-0.011376641,-0.000119081,3.116422,-0.4461097,2.601197,-0.04694947,-0.3671914,-0.02810496,,,,,,,
9_300_3,9,300,3,2,-0.018246976,0.001754378,0.132638855,-0.001081803,-0.008918451,-9.50E-05,3.592138,-0.4702416,3.188624,-0.06479215,-0.3765887,-0.02707065,,,,,,,
9_300.0_3,9,300,3,1.25,-0.008050817,-0.00059557,0.067040382,-0.000444197,-0.005120406,-0.0001826,4.652102,-0.5248482,4.690491,-0.2565674,-0.380764,0.1031074,,,,,,,
9_300_3,9,300,3,1,-0.003854763,-0.001710372,0.033992735,-0.000334982,-0.003047767,-0.000281323,3.676219,-0.3834724,4.353553,-0.5745494,-0.43417,0.307728,,,,,,,
9_303.75_3,9,303.75,3,2.25,-0.02207023,0.002110988,0.155292205,-0.001322583,-0.010145698,-9.26E-05,3.321478,-0.4509928,2.865029,-0.05090091,-0.3651431,-0.02874689,,,,,,,
9_306.25_3,9,306.25,3,1.75,-0.014913543,0.001109483,0.11448258,-0.000891133,-0.007985975,-0.00013275,4.051346,-0.4993611,3.730444,-0.1048381,-0.4027203,-0.01150451,,,,,,,
9_315.0_3,9,315,3,1.75,-0.015096197,0.001017022,0.116928182,-0.000900675,-0.008199562,-0.000146635,4.137728,-0.5053123,3.830064,-0.1135428,-0.4065733,-0.006645775,,,,,,,
9_315.0_3,9,315,3,1.5,-0.011656191,0.000329144,0.093883629,-0.000662354,-0.006831054,-0.000186357,4.523155,-0.5288488,4.344123,-0.182788,-0.4017658,0.02752952,,,,,,,
9_318.75_3,9,318.75,3,1.25,-0.008275775,-0.000885011,0.06948231,-0.000455338,-0.005352249,-0.000221388,4.81977,-0.5402849,4.901306,-0.3019421,-0.3885164,0.1298598,,,,,,,
9_330.0_3,9,330,3,2.75,-0.032491154,0.002918894,0.217879483,-0.001980921,-0.013781349,-0.000137782,3.117617,-0.446026,2.603512,-0.04482619,-0.3678891,-0.02959275,,,,,,,
9_337.5_3,9,337.5,3,2.5,-0.027190211,0.002672,0.191866539,-0.001634999,-0.012537877,-0.000109131,3.322725,-0.4510213,2.866985,-0.04838459,-0.3660025,-0.03076313,,,,,,,
9_337.5_3,9,337.5,3,2.25,-0.023050437,0.002293485,0.16807003,-0.001373155,-0.011303699,-0.000116239,3.594698,-0.4705936,3.192061,-0.06179839,-0.3782252,-0.02987349,,,,,,,
9_337.5_3,9,337.5,3,1.5,-0.011372005,-0.000390849,0.093883964,-0.000629453,-0.007078533,-0.000206744,4.521625,-0.5173578,4.501187,-0.2039351,-0.3786255,0.06933205,,,,,,,
9_337.5_3,9,337.5,3,1.25,-0.008562463,-0.001180334,0.072323968,-0.000468136,-0.005606796,-0.000260724,5.015063,-0.5598006,5.132833,-0.3482462,-0.3976772,0.1573423,,,,,,,
9_341.25_3,9,341.25,3,1.75,-0.01548627,0.000777014,0.12305791,-0.000910012,-0.008784067,-0.00019626,4.353872,-0.5181195,4.102507,-0.1438176,-0.4090171,0.007106859,,,,,,,
9_350_3,9,350,3,2,-0.019441783,0.001526372,0.149744201,-0.001168316,-0.010448057,-0.000170121,4.054863,-0.5001258,3.735015,-0.1008034,-0.4050604,-0.01546422,,,,,,,
9_356.25_3,9,356.25,3,1.25,-0.009226511,-0.001456742,0.077780098,-0.000494687,-0.005991971,-0.000297038,5.391621,-0.6049632,5.484047,-0.3910369,-0.419509,0.1828464,,,,,,,
9_360_3,9,360,3,3,-0.038591468,0.003551416,0.259429144,-0.002360033,-0.016415744,-0.000156495,3.118331,-0.4458165,2.605313,-0.04283934,-0.3685035,-0.03099776,,,,,,,
9_360_3,9,360,3,2,-0.019680268,0.001398293,0.152931771,-0.001180811,-0.010725786,-0.000188286,4.141023,-0.5061056,3.834155,-0.1093817,-0.4089625,-0.01049091,,,,,,,
9_360.0_3,9,360,3,1.5,-0.011559605,-0.000831078,0.096655372,-0.000640595,-0.007383105,-0.000262866,4.653698,-0.5264387,4.693531,-0.2484657,-0.3835557,0.09627033,,,,,,,
9_367.5_3,9,367.5,3,1.75,-0.015836702,0.000473362,0.128032382,-0.000905251,-0.009311726,-0.000250516,4.528744,-0.5302298,4.348314,-0.1763114,-0.4048659,0.02336133,,,,,,,
9_371.25_3,9,371.25,3,2.75,-0.032841026,0.003309389,0.232306395,-0.001980872,-0.015183172,-0.000125712,3.323729,-0.4510226,2.868587,-0.04606051,-0.3667874,-0.03259214,,,,,,,
9_375.0_3,9,375,3,2.5,-0.028402482,0.00291276,0.207672925,-0.001699474,-0.013970042,-0.000138477,3.596387,-0.4706996,3.19449,-0.05911074,-0.3796153,-0.03230228,,,,,,,
9_375.0_3,9,375,3,1.25,-0.005751752,-0.002734406,0.051103565,-0.00051827,-0.004627688,-0.000446874,3.534049,-0.3686143,4.227862,-0.5638299,-0.433961,0.2995022,,,,,,,
9_382.5_3,9,382.5,3,1.5,-0.011885093,-0.00125702,0.100168421,-0.000656172,-0.007717065,-0.000319456,4.82125,-0.5419467,4.904425,-0.2935078,-0.3912279,0.1228788,,,,,,,
9_390_3,9,390,3,2,-0.020113032,0.001096379,0.160651713,-0.001185966,-0.01147681,-0.000253313,4.349223,-0.5170894,4.102057,-0.1394136,-0.4089672,0.002822136,,,,,,,
9_393.75_3,9,393.75,3,2.25,-0.024563356,0.002024577,0.189732688,-0.001483336,-0.013240048,-0.000211338,4.057519,-0.5006283,3.738391,-0.09735226,-0.4070208,-0.01897093,,,,,,,
9_393.75_3,9,393.75,3,1.75,-0.015431045,-0.000487875,0.127898126,-0.00085856,-0.009644413,-0.000279574,4.522491,-0.5180473,4.503357,-0.1975365,-0.3810095,0.0639408,,,,,,,
9_405_3,9,405,3,3,-0.039021157,0.004026498,0.276602146,-0.002360149,-0.018080969,-0.000142165,3.324437,-0.450992,2.869825,-0.04391382,-0.3674904,-0.03428,,,,,,,
9_405.0_3,9,405,3,2.25,-0.024864377,0.001852301,0.193754866,-0.001499136,-0.013590149,-0.00023433,4.143386,-0.5066184,3.837109,-0.1058204,-0.4109499,-0.01384848,,,,,,,
9_405.0_3,9,405,3,1.5,-0.012300949,-0.001691415,0.104266113,-0.00067417,-0.008084075,-0.000376968,5.016841,-0.5616216,5.136254,-0.339526,-0.4003391,0.1501928,,,,,,,
9_412.5_3,9,412.5,3,2.75,-0.034300048,0.003615889,0.251430501,-0.002060856,-0.016917152,-0.000161734,3.597283,-0.4706273,3.1962,-0.05671512,-0.3808263,-0.03446711,,,,,,,
9_420_3,9,420,3,2,-0.020647754,0.0006606,0.167441216,-0.001186398,-0.012174266,-0.000323541,4.532099,-0.5310938,4.350783,-0.1710512,-0.4074016,0.01961697,,,,,,,
9_420.0_3,9,420,3,1.75,-0.015687235,-0.001098456,0.131661266,-0.000873251,-0.010057655,-0.000357069,4.654255,-0.5271675,4.695085,-0.2419933,-0.3858753,0.09088157,,,,,,,
9_427.5_3,9,427.5,3,1.5,-0.013293743,-0.002088468,0.112375648,-0.000713675,-0.008649814,-0.000429482,5.405457,-0.6086016,5.494445,-0.3816231,-0.4232015,0.1750602,,,,,,,
9_437.5_3,9,437.5,3,2.5,-0.030272553,0.002604396,0.234428804,-0.001835941,-0.016360414,-0.000256047,4.05925,-0.5008837,3.740624,-0.09430573,-0.4086229,-0.02204737,,,,,,,
9_438.75_3,9,438.75,3,2.25,-0.025340983,0.001505551,0.203235978,-0.001499095,-0.014528199,-0.000317517,4.345261,-0.5162753,4.101409,-0.1358048,-0.4091818,-0.001471148,,,,,,,
9_446.25_3,9,446.25,3,1.75,-0.01613142,-0.001690266,0.136430057,-0.000893689,-0.010511407,-0.000434966,4.821375,-0.5427252,4.90561,-0.2868388,-0.393352,0.1174806,,,,,,,
9_450_3,9,450,3,3,-0.040740774,0.00440596,0.299343135,-0.002457065,-0.020144517,-0.000185665,3.597696,-0.4704314,3.197352,-0.05452725,-0.3818487,-0.03642837,,,,,,,
9_450.0_3,9,450,3,2.5,-0.030644025,0.002383349,0.239386575,-0.001855475,-0.016791638,-0.000284531,4.14495,-0.5068926,3.83909,-0.1027058,-0.4125843,-0.01684254,,,,,,,
9_450_3,9,450,3,2,-0.020103494,-0.000585708,0.167167535,-0.001123299,-0.012606406,-0.000362702,4.523226,-0.5184828,4.504918,-0.192266,-0.3829339,0.05952299,,,,,,,
9_450.0_3,9,450,3,1.5,-0.008108753,-0.004029494,0.072417363,-0.000746869,-0.006623811,-0.000655669,3.475681,-0.3630106,4.200525,-0.558583,-0.4376619,0.2944019,,,,,,,
9_472.5_3,9,472.5,3,2.25,-0.026082944,0.000893601,0.212086276,-0.001505429,-0.015417053,-0.000405355,4.533686,-0.5315372,4.351837,-0.1666885,-0.4093992,0.01628372,,,,,,,
9_472.5_3,9,472.5,3,1.75,-0.016701329,-0.002292927,0.142022673,-0.000917633,-0.01101137,-0.000514112,5.017522,-0.5625506,5.137642,-0.332619,-0.4023756,0.144736,,,,,,,
9_480_3,9,480,3,2,-0.020432746,-0.001399419,0.17204781,-0.001141751,-0.013143009,-0.000465237,4.654056,-0.5274741,4.695524,-0.2367314,-0.3876599,0.08658633,,,,,,,
9_481.25_3,9,481.25,3,2.75,-0.036564609,0.003266587,0.283808833,-0.00222571,-0.019807834,-0.000303947,4.060059,-0.500931,3.74189,-0.09156693,-0.4098769,-0.02474425,,,,,,,
9_487.5_3,9,487.5,3,2.5,-0.031184561,0.001988052,0.250851101,-0.001850052,-0.017938268,-0.000387797,4.342588,-0.5158325,4.100715,-0.1325312,-0.4096732,-0.005226127,,,,,,,
9_495.0_3,9,495,3,2.75,-0.037015068,0.002987554,0.289805919,-0.002249279,-0.020328374,-0.000338481,4.145708,-0.5069741,3.840103,-0.0999006,-0.4138485,-0.01942963,,,,,,,
9_498.75_3,9,498.75,3,1.75,-0.018086433,-0.002837392,0.153273219,-0.000972837,-0.011787868,-0.000586218,5.413545,-0.6108081,5.498783,-0.374412,-0.4260652,0.1693178,,,,,,,
9_506.25_3,9,506.25,3,2.25,-0.02538456,-0.000685324,0.211676203,-0.001423337,-0.01596279,-0.000456167,4.523493,-0.5186791,4.505595,-0.187887,-0.3844229,0.0558797,,,,,,,
9_510_3,9,510,3,2,-0.021011589,-0.002187643,0.178247619,-0.001167422,-0.013733523,-0.000568132,4.820411,-0.5430085,4.905287,-0.2815109,-0.394898,0.1132534,,,,,,,
9_525_3,9,525,3,3,-0.043436979,0.004009649,0.337869474,-0.002652471,-0.023581124,-0.000354903,4.060273,-0.5008311,3.742371,-0.08908908,-0.4108571,-0.02710024,,,,,,,
9_525.0_3,9,525,3,2.5,-0.032135414,0.00116234,0.261961084,-0.001861911,-0.019039313,-0.000495665,4.534189,-0.5316421,4.351958,-0.162949,-0.4109193,0.01351586,,,,,,,
9_525.0_3,9,525,3,1.75,-0.010932709,-0.005575219,0.098103123,-0.001011176,-0.008996848,-0.000904805,3.457745,-0.3615498,4.190272,-0.5541878,-0.4377808,0.2900276,,,,,,,
9_536.25_3,9,536.25,3,2.75,-0.037635425,0.002536703,0.303476793,-0.002237901,-0.021705624,-0.000463681,4.340424,-0.515495,4.099765,-0.129521,-0.4101046,-0.008383081,,,,,,,
9_540_3,9,540,3,3,-0.043971439,0.003663486,0.344989648,-0.002679961,-0.024198196,-0.000395997,4.145698,-0.5068726,3.840184,-0.09735883,-0.4147583,-0.02165445,,,,,,,
9_540.0_3,9,540,3,2.25,-0.025792056,-0.00173654,0.217795731,-0.001445493,-0.016637211,-0.000587362,4.653108,-0.5274909,4.69487,-0.2323761,-0.3889098,0.08313906,,,,,,,
9_540_3,9,540,3,2,-0.021760921,-0.002988528,0.185571913,-0.001197859,-0.014386462,-0.000672226,5.017101,-0.5629806,5.137299,-0.3270371,-0.403756,0.140519,,,,,,,
9_562.5_3,9,562.5,3,2.5,-0.031268402,-0.000787291,0.261407482,-0.001758302,-0.019711726,-0.000559642,4.523218,-0.5186507,4.505373,-0.1841258,-0.3855261,0.05283972,,,,,,,
9_570_3,9,570,3,2,-0.023602494,-0.00369745,0.200511203,-0.001270785,-0.015410696,-0.00076659,5.419673,-0.6121579,5.501978,-0.3684061,-0.4278692,0.1646981,,,,,,,
9_573.75_3,9,573.75,3,2.25,-0.026519503,-0.002752124,0.225597843,-0.001476672,-0.017380619,-0.000718956,4.818522,-0.5429288,4.903518,-0.2771538,-0.3958813,0.1099149,,,,,,,
9_577.5_3,9,577.5,3,2.75,-0.038797417,0.00146576,0.317031494,-0.00225512,-0.023038317,-0.000594415,4.533599,-0.5314607,4.351062,-0.1597091,-0.4119758,0.01119718,,,,,,,
9_585_3,9,585,3,3,-0.044677256,0.003175615,0.361043024,-0.002662062,-0.025826773,-0.000546433,4.33778,-0.5150611,4.098154,-0.1269924,-0.4103902,-0.01136872,,,,,,,
9_600.0_3,9,600,3,2.5,-0.031757287,-0.002110895,0.268882148,-0.001784091,-0.020538,-0.000723449,4.651447,-0.5272333,4.693201,-0.2287169,-0.3897395,0.08032564,,,,,,,
9_600_3,9,600,3,2,-0.014034547,-0.007376593,0.126461691,-0.001318324,-0.011662119,-0.001196462,3.411363,-0.3566319,4.157417,-0.5515971,-0.4389822,0.2869247,,,,,,,
